sku,图片,价格,商品标题,评论数,评论链接,店铺名,店铺链接,地区
100066896464,//img14.360buyimg.com/n7/jfs/t1/233798/32/22893/36943/66aa3657F9a4aadf1/9e3c0ba559fc8ae7.jpg.avif,5199.00,Apple/苹果 iPhone 15 (A3092) 128GB 蓝色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896464.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100066896370,//img10.360buyimg.com/n7/jfs/t1/233798/32/22893/36943/66aa3657F9a4aadf1/9e3c0ba559fc8ae7.jpg.avif,6199.00,Apple/苹果 iPhone 15 (A3092) 256GB 蓝色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896370.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100068860525,//img10.360buyimg.com/n7/jfs/t1/61589/21/25371/39875/66a883aeF1658b085/99992e0882983066.jpg.avif,8549.00,Apple iPhone 15 Pro Max 256GB 蓝色钛金属A3108手机 支持移动联通电信5G MU2R3CH/A【企业客户专享】,,//item.jd.com/100068860525.html#comment,Apple产品企业业务京东自营旗舰店,//mall.jd.com/index-1000435626.html?from=pc,福建
100068388579,//img14.360buyimg.com/n7/jfs/t1/90140/34/41740/56642/66aa3b80Fb3e3ae84/1d9c3f86fdbc6b63.jpg.avif,8549.00,Apple/苹果 iPhone 15 Pro Max (A3108) 256GB 白色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388579.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100066896356,//img11.360buyimg.com/n7/jfs/t1/74205/32/27010/34531/66aa3658Fbe02f329/b5be32311db826a3.jpg.avif,5199.00,Apple/苹果 iPhone 15 (A3092) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896356.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10095012502199,//img14.360buyimg.com/n7/jfs/t1/224118/15/23005/53962/668d34f5F0bb435fc/cce30f5b85a7d83f.jpg.avif,5089.00,Apple苹果15 iPhone 15支持移动联通电信5G手机 apple手机苹果权益机 黑色 128G 未激活全网通,,//item.jd.com/10095012502199.html#comment,京诚电脑办公买手店,//mall.jd.com/index-13065441.html?from=pc,福建
10045630106994,//img14.360buyimg.com/n7/jfs/t1/248293/18/11937/49716/66723182F0315c291/4cfa2234afba2920.jpg.avif,4609.00,Apple 苹果 iPhone 15 二手手机 蓝色 128G,,//item.jd.com/10045630106994.html#comment,爱回收严选官方旗舰店,//mall.jd.com/index-10180819.html?from=pc,福建
100068388451,//img11.360buyimg.com/n7/jfs/t1/82073/39/26231/54118/66aa3b7eF7bcd633f/b56a1594e90098f8.jpg.avif,8549.00,Apple/苹果 iPhone 15 Pro Max (A3108) 256GB 原色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388451.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10107179311918,//img13.360buyimg.com/n7/jfs/t1/26726/11/21196/362723/66a8bcb7Fb6c13506/88371473cb5ef06e.png.avif,5016.00,Apple【至快次日达】iPhone15苹果15双卡双待apple5G全网资源游戏手机 iPhone15 黑色6.1英寸 128GB【公开版全网通+2年店保,,//item.jd.com/10107179311918.html#comment,京旺数码小店,//mall.jd.com/index-16066198.html?from=pc,福建
100066896338,//img13.360buyimg.com/n7/jfs/t1/74205/32/27010/34531/66aa3658Fbe02f329/b5be32311db826a3.jpg.avif,6199.00,Apple/苹果 iPhone 15 (A3092) 256GB 黑色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896338.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10080147963420,//img10.360buyimg.com/n7/jfs/t1/247240/18/15776/353551/669cf8c9F6385c79b/2b194ac5a3ef7b23.png.avif,5487.00,Apple【分期免息】iphone15 苹果15plus全网通 5G 双卡双待 资源手机 iPhone 15 黑色 128GB 【公开版+720天只换不修】,,//item.jd.com/10080147963420.html#comment,天影通讯买手店,//mall.jd.com/index-12490455.html?from=pc,福建
100066896214,//img14.360buyimg.com/n7/jfs/t1/23858/39/21586/37230/66aa3659Fe386df90/8ffa4aae2a7393d1.jpg.avif,5199.00,Apple/苹果 iPhone 15 (A3092) 128GB 粉色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896214.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10080143350008,//img13.360buyimg.com/n7/jfs/t1/149594/17/44138/67264/669cf8c3F64bc55d6/7d60b6c2695f8dcb.png.avif,5487.00,Apple【分期免息】iphone15 苹果15plus全网通 5G 双卡双待 资源手机 iPhone 15 粉色 128GB 【公开版+720天只换不修】,,//item.jd.com/10080143350008.html#comment,天影通讯买手店,//mall.jd.com/index-12490455.html?from=pc,福建
10100035823890,//img10.360buyimg.com/n7/jfs/t1/237359/4/22826/79199/668e5073F9e38f82b/b1c1681fe41fdd7b.jpg.avif,6068.00," 京东国际
AppleiPhone15  苹果15  双卡双待全网通 5G手机apple 支持移动电信联通  苹果权益手机 黑色 128GB【未激活+买家秀赏金】",,//item.jd.com/10100035823890.html#comment,NEW LIFE海外专营店,//mall.jd.com/index-13337986.html?from=pc,福建
10106496279192,//img12.360buyimg.com/n7/jfs/t1/74711/31/25162/62902/66a8bf5aFc75db5c6/109acb78bc081a42.png.avif,5018.00,Apple【至快次日达】iPhone15 苹果15 双卡双待 5G全网通游戏资源手机 iPhone15 粉色6.1英寸 128GB【公开版全网通+2年店保,,//item.jd.com/10106496279192.html#comment,百川小店,//mall.jd.com/index-16109505.html?from=pc,福建
100068388535,//img10.360buyimg.com/n7/jfs/t1/23858/39/21586/37230/66aa3659Fe386df90/8ffa4aae2a7393d1.jpg.avif,6199.00,Apple/苹果 iPhone 15 (A3092) 256GB 粉色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388535.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10098096881849,//img14.360buyimg.com/n7/jfs/t1/231917/37/23795/319520/669b887eFe189edff/c1a63d793c854fa6.png.avif,6087.00," 京东国际
Apple【0首付24期免息】苹果15 iPhone15  双卡双待 灵动岛游戏ASIS资源手机 iPhone15 粉色 128GB 全原机未使用+店保2年",,//item.jd.com/10098096881849.html#comment,京品滙手机海外专营店,//mall.jd.com/index-13710103.html?from=pc,福建
100066896220,//img10.360buyimg.com/n7/jfs/t1/237016/6/24053/53284/66aa39d9Fba286ece/80476caac5e77301.jpg.avif,6979.00,Apple/苹果 iPhone 15 Pro (A3104) 128GB 原色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896220.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10096798600966,//img11.360buyimg.com/n7/jfs/t1/191299/6/47450/102487/666bfd7eFbb72c3ae/81cb6dc256bf766a.jpg.avif,5249.00,Apple 苹果15 iPhone15 (A3092) iphone15 苹果手机 手机Apple 粉色 128GB 官方标配,,//item.jd.com/10096798600966.html#comment,星世界手机旗舰店,//mall.jd.com/index-14093692.html?from=pc,福建
10096798600978,//img13.360buyimg.com/n7/jfs/t1/167495/25/46195/103334/666bfd82Fbdc5918b/7c52a6874c74ca6e.jpg.avif,5249.00,Apple 苹果15 iPhone15 (A3092) iphone15 苹果手机 手机Apple 蓝色 128GB 官方标配,,//item.jd.com/10096798600978.html#comment,星世界手机旗舰店,//mall.jd.com/index-14093692.html?from=pc,福建
100066955060,//img10.360buyimg.com/n7/jfs/t1/224772/5/13216/24843/65d55442F17167e31/ad65070cbe278040.jpg.avif,5199.00,Apple iPhone 15 (A3092) 128GB 蓝色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066955060.html#comment,中国移动京东自营官方旗舰店,//mall.jd.com/index-1000007143.html?from=pc,福建
100068388615,//img10.360buyimg.com/n7/jfs/t1/7216/31/23397/68565/669b39c3F0f8c87a7/b9707fbf47c1131d.jpg.avif,8249.00,Apple iPhone 15 Pro Max (A3108) 256GB 白色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388615.html#comment,中国联通京东自营旗舰店,//mall.jd.com/index-1000073123.html?from=pc,
100066955072,//img12.360buyimg.com/n7/jfs/t1/108259/22/47246/22475/653f185aF5030b76a/dfac5c9eccb3ea0c.jpg.avif,5199.00,Apple iPhone 15 (A3092) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066955072.html#comment,中国移动京东自营官方旗舰店,//mall.jd.com/index-1000007143.html?from=pc,福建
100068427909,//img14.360buyimg.com/n7/jfs/t1/227827/28/1377/25336/653f171aF318214a7/bb0e5282954f594e.jpg.avif,6199.00,Apple iPhone 15 (A3092) 256GB 粉色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068427909.html#comment,中国移动京东自营官方旗舰店,//mall.jd.com/index-1000007143.html?from=pc,福建
10110222943154,//img14.360buyimg.com/n7/jfs/t1/226440/36/17298/341220/66ac7c71Fadbe78e9/1c327b9d8c3d1e8a.png.avif,5468.00,Apple 【快至次日达】Apple 苹果15 iphone 15 5G灵动岛全网通手机 iPhone15 粉色6.1英寸 128GB 公开版+360天只换不修 公开版,,//item.jd.com/10110222943154.html#comment,米奇数码小店,//mall.jd.com/index-16262467.html?from=pc,福建
100066896228,//img13.360buyimg.com/n7/jfs/t1/249181/20/15449/66244/669b39c2F61b915ca/a545c24ff0f461ff.jpg.avif,8249.00,Apple iPhone 15 Pro Max (A3108) 256GB 原色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896228.html#comment,中国联通京东自营旗舰店,//mall.jd.com/index-1000073123.html?from=pc,福建
100068388533,//img13.360buyimg.com/n7/jfs/t1/235400/21/23939/36749/66aa3656F07d794e5/24293dc935b186a1.jpg.avif,5199.00,Apple/苹果 iPhone 15 (A3092) 128GB 绿色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388533.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100068427905,//img10.360buyimg.com/n7/jfs/t1/108259/22/47246/22475/653f185aF5030b76a/dfac5c9eccb3ea0c.jpg.avif,6199.00,Apple iPhone 15 (A3092) 256GB 黑色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068427905.html#comment,中国移动京东自营官方旗舰店,//mall.jd.com/index-1000007143.html?from=pc,福建
10095012502198,//img13.360buyimg.com/n7/jfs/t1/227302/28/22939/57041/668d34f4Fd9747cc7/f854e2b8cf7c2477.jpg.avif,5139.00,Apple苹果15 iPhone 15支持移动联通电信5G手机 apple手机苹果权益机 蓝色 128G 未激活全网通,,//item.jd.com/10095012502198.html#comment,京诚电脑办公买手店,//mall.jd.com/index-13065441.html?from=pc,福建
100067396990,//img10.360buyimg.com/n7/jfs/t1/124029/40/41084/36623/65011b3aFe0e2993f/3f4e259a0129c06d.jpg.avif,7999.00,Apple iPhone 15 Pro (A3104) 256GB 黑色钛金属 支持移动联通电信5G【一级】,,//item.jd.com/100067396990.html#comment,中国移动手机京东自营官方旗舰店,//mall.jd.com/index-1000468102.html?from=pc,福建
10075686391030,//img10.360buyimg.com/n7/jfs/t1/227465/7/21394/65842/667544e9Fe316220a/a8d9792bad07d53c.png.avif,5999.00,【24期免息】Apple iPhone 15  苹果15 原装国行正品 全网通 双卡双待,,//item.jd.com/10075686391030.html#comment,小王优品手机专营店,//mall.jd.com/index-12734310.html?from=pc,福建
10095012502195,//img10.360buyimg.com/n7/jfs/t1/196020/34/48000/57446/668d34f2Ffd05ef58/2d19d16cfaf39ea4.jpg.avif,5089.00,Apple苹果15 iPhone 15支持移动联通电信5G手机 apple手机苹果权益机 粉色 128G 未激活全网通,,//item.jd.com/10095012502195.html#comment,京诚电脑办公买手店,//mall.jd.com/index-13065441.html?from=pc,福建
10101362353804,//img14.360buyimg.com/n7/jfs/t1/231676/26/20965/88589/666c10c0F491622b0/d380b72458c52473.jpg.avif,2539.00,APPLE苹果 iPhone 15  5G 全网通手机【信用购】卡归属成都 绵阳 蓝色 原价5199（128GB） 新开熊猫合约卡月租129元（优惠2660元）,,//item.jd.com/10101362353804.html#comment,四川电信运营商专营店,//mall.jd.com/index-13205535.html?from=pc,福建
100067261918,//img13.360buyimg.com/n7/jfs/t1/91835/11/45348/36599/66a87ed8Fd37df46e/8f277ec503c040ae.jpg.avif,5199.00,Apple iPhone 15 128GB 黑色A3092手机 支持移动联通电信5G MTLD3CH/A【企业客户专享】,,//item.jd.com/100067261918.html#comment,Apple产品企业业务京东自营旗舰店,//mall.jd.com/index-1000435626.html?from=pc,福建
100068464413,//img13.360buyimg.com/n7/jfs/t1/15259/35/21969/58135/6690d3acF019ee277/f64b42d1135262f8.jpg.avif,8599.00,Apple iPhone 15 Pro Max(A3108)256GB白色钛金属支持移动联通【移动用户专享】,,//item.jd.com/100068464413.html#comment,中国移动手机京东自营旗舰店,//mall.jd.com/index-1000421345.html?from=pc,
10101740762597,//img12.360buyimg.com/n7/jfs/t1/61411/26/26818/73870/6699fcaaFb7487a2b/f630537a97b17e99.jpg.avif,7299.00,AppleiPhone 15 Pro 苹果15pro 5G手机apple全网通支持移动联通电信  苹果ASIS资源手机 白色钛金属 256GB【全网通+配件套装】,,//item.jd.com/10101740762597.html#comment,绵深店,//mall.jd.com/index-15066885.html?from=pc,福建
10083708278674,//img14.360buyimg.com/n7/jfs/t1/231760/12/20550/93837/6673db7bFe466f51f/6c3086918864cb67.png.avif,3699.00,苹果APPLE iPhone 15 灵动岛 苹果15 全新美版有锁4800万像素手机 iPhone 15 粉色 128GB 全新未激活,,//item.jd.com/10083708278674.html#comment,梦幻星3C数码买手店,//mall.jd.com/index-12600734.html?from=pc,福建
100068388577,//img12.360buyimg.com/n7/jfs/t1/243142/8/16225/47974/66aa3b80Ff3cfe115/8f5fac1109ab6685.jpg.avif,8549.00,Apple/苹果 iPhone 15 Pro Max (A3108) 256GB 黑色钛金属 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388577.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100068388547,//img12.360buyimg.com/n7/jfs/t1/35582/36/22136/37325/66aa37b8Fb9ef45b7/346bc16bdf61469d.jpg.avif,6599.00,Apple/苹果 iPhone 15 Plus (A3096) 256GB 蓝色支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388547.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
100068388599,//img14.360buyimg.com/n7/jfs/t1/229010/33/24095/60146/669b39c2F6e00bdab/f8e416497295b7df.jpg.avif,8249.00,Apple iPhone 15 Pro Max (A3108) 256GB 黑色钛金属 支持移动联通电信5G 双卡双待手机,去看二手,//paipai.jd.com/pc/list.html?pid=100068388599,中国联通京东自营旗舰店,//mall.jd.com/index-1000073123.html?from=pc,福建
100066954836,//img11.360buyimg.com/n7/jfs/t1/223626/28/29506/27996/65012cd9Faec6764b/80ed5ce3df894f41.jpg.avif,5969.00,Apple iPhone 15 (A3092) 256GB 蓝色 支持移动联通电信5G 双卡双待手机 活动专享,,//item.jd.com/100066954836.html#comment,中国联通京东自营官方旗舰店,//mall.jd.com/index-1000351862.html?from=pc,福建
100068388537,//img12.360buyimg.com/n7/jfs/t1/19880/22/22927/38449/66aa3658Ff3fbe5c9/d833e5bd821c445c.jpg.avif,6199.00,Apple/苹果 iPhone 15 (A3092) 256GB 黄色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100068388537.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10105712160473,//img13.360buyimg.com/n7/jfs/t1/223439/34/37823/86253/668b4397Fc1efb664/2098c4691cb0d6c1.jpg.avif,4968.00,Apple苹果15 iPhone15 支持移动联通电信5G双卡双待 ASIS+权益手机 iPhone15粉色 128GB 未激活全网通,,//item.jd.com/10105712160473.html#comment,嘉煜手机工作室,//mall.jd.com/index-16090320.html?from=pc,福建
10101485233330,//img10.360buyimg.com/n7/jfs/t1/26542/37/21111/70437/669c8f48F108d558b/affe0b5c7e475020.jpg.avif,5169.00,Apple【至快次日达】苹果15 iphone15 双卡/待资源机apple全网通5g手机 iPhone 15 粉色【人气热卖】 128GB全网通+配件套装+2年店保,,//item.jd.com/10101485233330.html#comment,果橙小店,//mall.jd.com/index-14361669.html?from=pc,福建
10104046574751,//img11.360buyimg.com/n7/jfs/t1/33613/3/22067/50136/6699fcaaFa2f87c4a/f3df55ce8505e43c.jpg.avif,5048.00,Apple【现货速发】苹果15 iPhone15 支持移动联通电信5G全网通手机 苹果ASIS资源手机 iPhone15 蓝色 6.1寸 128GB 【全网通+配件套装】,,//item.jd.com/10104046574751.html#comment,绵深店,//mall.jd.com/index-15066885.html?from=pc,福建
10103274074054,//img14.360buyimg.com/n7/jfs/t1/53999/35/24210/74409/6697732aF780772e8/a3b0cc20ea4c480d.jpg.avif,5848.00,Apple iPhone 15 苹果15(A3092) 双卡双待5G手机国行正品 ASIS资源手机 蓝色 256G【赠品大礼包+店保2年】,,//item.jd.com/10103274074054.html#comment,佰转手机臻选店,//mall.jd.com/index-15977497.html?from=pc,福建
10106496279184,//img14.360buyimg.com/n7/jfs/t1/58656/40/24765/57520/66a8bf56Ffcd50b32/373ceb6b11194f62.png.avif,5016.00,Apple【至快次日达】iPhone15 苹果15 双卡双待 5G全网通游戏资源手机 iPhone15 黑色6.1英寸 128GB【公开版全网通+2年店保,,//item.jd.com/10106496279184.html#comment,百川小店,//mall.jd.com/index-16109505.html?from=pc,福建
10106115260422,//img12.360buyimg.com/n7/jfs/t1/204354/36/39075/108822/669bb511F147141e7/e0cd4c1287373aef.jpg.avif,5099.00,Apple【快至次日达】iPhone 15 苹果15 全网通5G双卡双待资源手机 苹果 15 黑色 128GB 原装未激活+2年店保,,//item.jd.com/10106115260422.html#comment,品严数码小店,//mall.jd.com/index-16107023.html?from=pc,福建
10098815940660,//img10.360buyimg.com/n7/jfs/t1/32804/10/22290/63989/66a8be02F058d5d75/8ec1aa6398580d94.png.avif,8199.00,Apple【至快次日达】 iPhone 15 ProMax苹果15promax 双卡双待apple手机5G支持全网通ASIS资源手机 iPhone15ProMax 原色钛金属6.7英寸 256GB【公,,//item.jd.com/10098815940660.html#comment,PakYau海外专营店,//mall.jd.com/index-13691476.html?from=pc,福建
10106115260416,//img11.360buyimg.com/n7/jfs/t1/25108/24/21088/111343/669bb50fF3841a338/2d7d76359920b016.jpg.avif,5149.00,Apple【快至次日达】iPhone 15 苹果15 全网通5G双卡双待资源手机 苹果 15 蓝色 128GB 原装未激活+2年店保,,//item.jd.com/10106115260416.html#comment,品严数码小店,//mall.jd.com/index-16107023.html?from=pc,福建
10101362353796,//img11.360buyimg.com/n7/jfs/t1/157186/13/46101/88928/666c10a8Fb4dfc6ef/a607ae6325e9af26.jpg.avif,3539.00,APPLE苹果 iPhone 15  5G 全网通手机【信用购】卡归属成都 绵阳 粉色 原价6199（256GB） 新开熊猫合约卡月租129元（优惠2660元）,,//item.jd.com/10101362353796.html#comment,四川电信运营商专营店,//mall.jd.com/index-13205535.html?from=pc,福建
100066896368,//img13.360buyimg.com/n7/jfs/t1/23858/39/21586/37230/66aa3659Fe386df90/8ffa4aae2a7393d1.jpg.avif,8199.00,Apple/苹果 iPhone 15 (A3092) 512GB 粉色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896368.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10098096881861,//img11.360buyimg.com/n7/jfs/t1/20199/38/21841/280659/669b8885F921724d2/31b25b16afb11767.png.avif,5987.00," 京东国际
Apple【0首付24期免息】苹果15 iPhone15  双卡双待 灵动岛游戏ASIS资源手机 iPhone15 黑色  128GB 全原机未使用+店保2年",,//item.jd.com/10098096881861.html#comment,京品滙手机海外专营店,//mall.jd.com/index-13710103.html?from=pc,福建
100066896366,//img11.360buyimg.com/n7/jfs/t1/233798/32/22893/36943/66aa3657F9a4aadf1/9e3c0ba559fc8ae7.jpg.avif,8199.00,Apple/苹果 iPhone 15 (A3092) 512GB 蓝色 支持移动联通电信5G 双卡双待手机,,//item.jd.com/100066896366.html#comment,Apple产品京东自营旗舰店,//mall.jd.com/index-1000000127.html?from=pc,福建
10080147963420,//img10.360buyimg.com/n7/jfs/t1/247240/18/15776/353551/669cf8c9F6385c79b/2b194ac5a3ef7b23.png.avif,5487.00,Apple【分期免息】苹果 iPhone 15 全网通 5G手机,,//item.jd.com/10080147963420.html#comment,天影通讯买手店,//mall.jd.com/index-12490455.html?from=pc,福建
10106883187402,//img12.360buyimg.com/n7/jfs/t1/150019/8/43229/82314/668e5072F1ce624da/e75d59472dfb8c51.jpg.avif,5208.00," 京东国际
AppleiPhone15  苹果15  双卡双待全网通 5G手机apple 支持移动电信联通  苹果权益手机 绿色 128GB【6期免息+未激活+买家秀赏金】",,//item.jd.com/10106883187402.html#comment,NEW LIFE海外专营店,//mall.jd.com/index-13337986.html?from=pc,福建
10101005139515,//img10.360buyimg.com/n7/jfs/t1/238835/9/13046/67143/6690c6ffF7b56ac0b/2f9e307e5715ea8c.png.avif,5164.00,Apple【24期免息】苹果15 iPhone15 全新未激活美版有锁全网通5G手机 iPhone15  粉色 128G+一年电池免费换新+店保两年,,//item.jd.com/10101005139515.html#comment,锦新数码买手店,//mall.jd.com/index-13472178.html?from=pc,福建
10105890455945,//img10.360buyimg.com/n7/jfs/t1/226378/10/23307/76245/6697a3d3F20ab000b/1a35d68fd681fb49.jpg.avif,5178.00,Apple iPhone 15 苹果15 双卡双待apple手机5G全网通 支持移动联通电信 高刷游戏双卡双待资源手机 iPhone15 黑色【晒单有礼】 128GB 未激活+2年店保+配件套装,,//item.jd.com/10105890455945.html#comment,京海数码店,//mall.jd.com/index-16075122.html?from=pc,福建
100068431507,//img12.360buyimg.com/n7/jfs/t1/224514/17/13436/42546/65b1fad3F079bed4b/1aeccda2fbba42ce.jpg.avif,7399.00,Apple iPhone 15 Pro (A3104) 256GB 黑色钛金属 支持移动联通电信5G 活动专享,,//item.jd.com/100068431507.html#comment,中国联通京东自营官方旗舰店,//mall.jd.com/index-1000351862.html?from=pc,福建
10086608086811,//img11.360buyimg.com/n7/jfs/t1/183829/36/44630/76074/662c5c7cFea5091fd/2bd7db22baf813b7.jpg.avif,5599.00,Apple苹果 iPhone15 全网通5G手机苹果15 双卡双待 黑色 128G   (12期白条 免息),,//item.jd.com/10086608086811.html#comment,浦联中慧官方旗舰店,//mall.jd.com/index-10297433.html?from=pc,福建
